document,page,text,font_size,is_bold,x,y,char_length,body_font_size,heading_level,heading
19t001.pdf,1,市町村合併を考慮した市区町村パネルデータの作成,20.0,1,67,346,23,9.921699523925781,H1,1
19t001.pdf,1,（改訂版）,20.0,1,247,374,5,9.921699523925781,H1,1
19t001.pdf,1,近藤 恵介,14.0,1,266,449,5,9.921699523925781,H2,1
19t001.pdf,1,経済産業研究所,12.0,1,254,467,7,9.921699523925781,H2,1
19t001.pdf,2,RIETI Technical Paper Series 19-T-001,10.559999465942383,1,340,98,37,9.921699523925781,H3,1
19t001.pdf,2,改訂：2022 年４⽉,10.45595645904541,1,436,114,11,9.921699523925781,H3,1
19t001.pdf,2,初版：2019 年3 ⽉,10.45595645904541,1,436,130,12,9.921699523925781,H3,1
19t001.pdf,2,市町村合併を考慮した市区町村パネルデータの作成 *,15.921571731567383,1,111,176,25,9.921699523925781,H1,1
19t001.pdf,2,近藤恵介 †,11.039999961853027,1,272,205,6,9.921699523925781,H3,1
19t001.pdf,2,（経済産業研究所）,11.039999961853027,1,248,221,9,9.921699523925781,H3,1
19t001.pdf,2,本稿では，1980 年から2020 年までの市区町村単位のパネルデータの作成⽅法につい,10.079999923706055,1,112,277,43,9.921699523925781,H3,1
19t001.pdf,2,て説明する．平成の⼤合併として知られているように，2000 年代中頃には全国的に市町,10.079999923706055,1,102,294,42,9.921699523925781,H3,1
19t001.pdf,2,村合併が⾏われ，市区町村数は約半数にまで減少している．それに伴い，⻑期的な市区,10.079999923706055,1,102,310,39,9.921699523925781,H3,1
19t001.pdf,2,町村パネルデータを作成するには⾮常に煩雑な作業が必要となっているのが現状である．,10.079999923706055,1,102,327,40,9.921699523925781,H3,1
19t001.pdf,2,このような問題を解決するため，1980 年から2020 年までの市町村合併を考慮した市区,10.079999923706055,1,102,344,44,9.921699523925781,H3,1
19t001.pdf,2,町村コードのコンバータ作成⽅法について解説するとともに，作成したコンバータを⼀,10.079999923706055,1,102,361,39,9.921699523925781,H3,1
19t001.pdf,2,般に利⽤できるように公開する．,10.079999923706055,1,102,378,15,9.921699523925781,H3,1
19t001.pdf,2,JEL classification: Y10,10.079999923706055,1,101,406,23,9.921699523925781,H3,1
19t001.pdf,2,Keywords: 市区町村パネルデータ，市町村合併,10.079999923706055,1,101,423,26,9.921699523925781,H3,1
19t001.pdf,2,論⽂に述べられている⾒解は執筆者個⼈の責任で発表するものであり，所属する組織及び,10.079999923706055,1,93,572,40,9.921699523925781,H3,1
19t001.pdf,2,（独）経済産業研究所としての⾒解を⽰すものではありません．,10.079999923706055,1,83,589,29,9.921699523925781,H3,1
19t001.pdf,2,Online Appendix として全都道府県に関する1980 年の⾏政区域と2015 年の⾏政区域の⽐較を地図上で⽰してい,9.119999885559082,1,71,686,63,9.921699523925781,H3,1
19t001.pdf,2,る．本稿で使⽤している地図データは，地理情報分析⽀援システムMANDARA における「⽇本市町村」であ,9.119999885559082,1,71,699,51,9.921699523925781,H3,1
19t001.pdf,2,る．本稿で作成した市区町村コンバータは以下のURL より⼊⼿可能である．,9.119999885559082,1,71,712,36,9.921699523925781,H3,1
19t001.pdf,3,はじめに,14.287199974060059,0,116,124,4,9.921699523925781,H2,1
19t001.pdf,5,コンバータ,10.947199821472168,1,153,235,5,9.921699523925781,H3,1
19t001.pdf,5,1980年時点の市区町村データ,10.947199821472168,1,108,104,15,9.921699523925781,H3,1
19t001.pdf,5,2015年時点の地理単位で集計した,10.947199821472168,1,328,106,17,9.921699523925781,H3,1
19t001.pdf,5,1980年時点の市区町村データ,10.947199821472168,1,339,119,15,9.921699523925781,H3,1
19t001.pdf,5,2015年時点の市区町村データ,10.947199821472168,1,339,240,15,9.921699523925781,H3,1
19t001.pdf,5,市区町村コードの変更とコンバータの概念,14.287199974060059,0,116,594,19,9.921699523925781,H2,1
19t001.pdf,6,都道府県コード13：東京都,9.551199913024902,1,291,125,13,9.921699523925781,H3,1
19t001.pdf,6,市区町村コード101：千代田区,9.551199913024902,1,291,144,15,9.921699523925781,H3,1
19t001.pdf,8,市区町村コンバータの作成方法,14.287199974060059,0,116,569,14,9.921699523925781,H2,1
19t001.pdf,11,市区町村コンバータによる市区町村パネルデータの作成方法,14.287199974060059,0,116,492,27,9.921699523925781,H2,1
19t001.pdf,13,市区町村コンバータの正確性の検証,14.287199974060059,0,116,433,16,9.921699523925781,H2,1
19t001.pdf,16,参考文献,14.287199974060059,0,93,327,4,9.921699523925781,H2,1
2005-paper--01.pdf,1,空污防制,15.0,0,80,115,4,10.020000457763672,H2,1
2005-paper--01.pdf,1,光電業沸石轉輪焚化系統效率提升實,21.0,0,87,202,16,10.020000457763672,H1,1
2005-paper--01.pdf,1,廠改善案例,21.0,0,196,229,5,10.020000457763672,H1,1
2005-paper--01.pdf,2,54 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,2,一、前 言,16.020000457763672,0,199,129,5,10.020000457763672,H1,1
2005-paper--01.pdf,2,二、製程概況,16.020000457763672,0,199,434,6,10.020000457763672,H1,1
2005-paper--01.pdf,2,三、 VOCs 產生源及廢氣特性,16.020000457763672,0,142,645,16,10.020000457763672,H1,1
2005-paper--01.pdf,3,四、 VOCs 廢氣處理現況,16.020000457763672,0,159,562,14,10.020000457763672,H1,1
2005-paper--01.pdf,4,56 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,4,五、系統改善過程,16.020000457763672,0,182,560,8,10.020000457763672,H1,1
2005-paper--01.pdf,6,58 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,8,60 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,10,62 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,12,64 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,14,66 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,16,68 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,18,70 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,20,72 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,22,74 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,23,六、結 論,16.020000457763672,0,199,337,5,10.020000457763672,H1,1
2005-paper--01.pdf,24,76 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.020000457763672,1,58,62,24,10.020000457763672,H3,1
2005-paper--01.pdf,24,七、參考文獻,16.020000457763672,0,199,141,6,10.020000457763672,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,BEGINNING JAPANESE FOR,28.079999923706055,1,156,98,22,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,PROFESSIONALS: BOOK 1,28.079999923706055,1,164,132,21,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,Emiko Konomi,24.0,1,229,617,12,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Beginning Japanese for Professionals:,25.920000076293945,0,93,270,37,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Book 1,25.920000076293945,1,263,330,6,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Emiko Konomi,19.920000076293945,0,241,414,12,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Portland State University,19.920000076293945,0,195,520,25,12.0,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,3,Creative Commons Attribution-NonCommercial 4.0 International License,12.0,1,114,345,68,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,3,Under the following terms :,12.0,1,83,471,27,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,3,Cover photo: courtesy of Katharine Ross,12.0,1,202,672,39,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Accessibility Statement,16.079999923706055,1,72,87,23,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Accessibility of Beginning Japanese I,16.079999923706055,1,72,265,37,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,4,CC BY 4.0.,12.0,1,72,333,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Multiple File Formats Available,13.920000076293945,1,72,387,31,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,"download at Portland State University’s institutional repository, PDXScholar.",12.0,1,108,449,77,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Organization of content,13.920000076293945,1,72,529,23,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Images,13.920000076293945,1,72,600,6,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Tables,13.920000076293945,1,72,672,6,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Multimedia,13.920000076293945,1,72,106,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Font Size and formatting,13.920000076293945,1,72,178,24,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Known Issues/Potential barriers to accessibility,13.920000076293945,1,72,281,48,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Hints,12.960000038146973,1,72,310,5,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Lists and Tagging in PDF,12.960000038146973,1,71,540,24,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Appendix A: Checklist for Accessibility found in Accessibility Toolkit - 2nd Edition by,11.039999961853027,1,71,623,87,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,License.,11.039999961853027,1,285,717,8,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,6,About the Book,16.079999923706055,1,72,87,14,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,6,About the Author,16.079999923706055,1,72,275,16,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,6,Acknowledgments,16.079999923706055,1,72,471,15,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,7,Table of Contents,16.079999923706055,1,245,95,17,12.0,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,9,Before We Begin,13.920000076293945,1,255,92,15,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,9,For whom is this textbook designed?,12.960000038146973,1,72,129,35,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,9,What kind of things can you do in Japanese after finishing this book?,12.960000038146973,1,72,384,69,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is this textbook structured?,12.960000038146973,1,72,92,32,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is reading and writing handled in this textbook?,12.960000038146973,1,72,194,52,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is Japanese pronunciation presented in this textbook?,12.960000038146973,1,72,284,57,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How should you use this textbook?,12.960000038146973,1,72,608,33,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,11,Last but not least…,12.960000038146973,1,72,450,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,11,Have fun!,12.0,1,119,579,9,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Lesson 0,13.920000076293945,1,280,92,8,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Instructor’s Directions,12.960000038146973,1,233,165,23,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Greetings and Ritual Expressions,12.960000038146973,1,204,435,32,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Greetings,12.0,1,71,591,9,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,13,"Offering and Accepting, Thanking",12.0,1,72,152,32,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,13,Addressing Someone,12.0,1,72,447,18,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Apologizing,12.0,1,72,83,11,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Starting and Ending Eating/Drinking,12.0,1,72,326,35,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Requesting,12.0,1,72,592,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Entering a Room (Knock on the door TWICE),12.0,1,72,137,41,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Leaving and Coming Back to Home /Office,12.0,1,71,304,39,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Meeting People for the First Time,12.0,1,72,575,33,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Taking Leave,12.0,1,72,339,12,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Parting,12.0,1,72,546,7,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Retiring at Night,12.0,1,72,666,17,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,Notes on Pronunciation,12.960000038146973,1,240,125,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,Syllables,12.0,1,72,153,9,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,"• a vowel (a, i, u, e, o)",12.0,1,90,206,25,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,"• a consonant alone (n, t, s, k, p)",12.0,1,90,259,35,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Long Vowels,12.0,1,72,83,11,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Long Consonants,12.0,1,72,192,15,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Pitch Accent,12.0,1,72,383,12,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,Drills & Exercises,12.960000038146973,1,246,469,18,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,"A. Listen to the audio. Following the first two model exchanges, respond to each cue.",12.0,1,72,497,85,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,B. Say it in Japanese.,12.0,1,72,679,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,21,Review Questions,12.960000038146973,1,256,275,16,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,21,Drill Tape Script,12.960000038146973,1,258,543,17,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Lesson 1: New to the Office,13.920000076293945,1,224,92,27,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Dialogue 1,12.960000038146973,1,267,116,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Vocabulary,12.0,1,267,346,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,Grammar Notes,12.0,1,264,83,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,"1-1-1 Verbs, Non-Past, Formal, Affirmative and Negative",12.0,1,72,110,55,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,1-1-2 Hai and Iie : Affirming and Negating,12.0,1,72,316,42,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,24,Drills and Exercises,12.0,1,254,381,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,24,"A. Listen to the audio. Following the first two model exchanges, respond to each cue.",12.0,1,71,409,85,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,D. Say it in Japanese.,12.0,1,72,83,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,E. Act in Japanese.,12.0,1,72,217,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,Dialogue 2,12.960000038146973,1,265,311,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,Vocabulary,12.0,1,267,517,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,26,Grammar Notes,12.0,1,264,206,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-3 Clause Particle Kedo,12.0,1,71,166,26,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-4 Particle Wa indicating Contrast,12.0,1,71,438,37,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-5 Particle Mo indicating Addition,12.0,1,71,630,37,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,Drills and Exercises,12.0,1,254,124,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,B. Say it in Japanese,12.0,1,72,384,21,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,C. Act in Japanese.,12.0,1,72,561,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,29,Dialogue 3,12.960000038146973,1,265,84,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,29,Vocabulary,12.0,1,265,358,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,Grammar Notes,12.0,1,264,83,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-1 Negative Questions as Suggestions,12.0,1,72,110,39,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-2 Chotto : Impact Softener,12.0,1,72,330,30,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-3 Aizuchi : How to be a Good Listener,12.0,1,71,632,41,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,31,1-3-4 Personal References,12.0,1,71,152,25,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,31,1-3-5 Sentence Particle Yo Indicating New Information,12.0,1,71,495,53,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,Drills and Exercises,12.0,1,254,83,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,C. Say it in Japanese.,12.0,1,72,328,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,D. Act in Japanese.,12.0,1,72,589,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Dialogue 4,12.960000038146973,1,265,84,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Vocabulary,12.0,1,265,304,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Grammar Notes,12.0,1,264,613,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,1-4-1 Verbs in the Past Form,12.0,1,71,641,28,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Affirmative,12.0,1,288,112,11,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Negative,12.0,1,460,112,8,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Non-past,12.0,1,131,153,8,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Past,12.0,1,143,194,4,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,1-4-2 Compound Verbs,12.0,1,72,242,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Drills and Exercises,12.0,1,254,392,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,C. Say it in Japanese.,12.0,1,72,652,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,D. Act in Japanese.,12.0,1,72,152,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Review,12.960000038146973,1,285,281,6,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Grammar Review,12.0,1,259,309,14,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Practical Application,12.0,1,251,628,21,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,36,Drill Tape Script,12.960000038146973,1,258,539,17,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Lesson 2: Meeting People,13.920000076293945,1,229,92,24,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Dialogue 1,12.960000038146973,1,267,116,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Vocabulary,12.0,1,267,502,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,40,Clock Time,12.0,1,267,287,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,40,Grammar Notes,12.0,1,264,560,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,41,2-1-2 Clock Time,12.0,1,72,431,16,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,41,2-1-3 Hesitation Noises: Anou and Etto,12.0,1,72,526,38,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,Drills and Exercises,12.0,1,254,143,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,B. Say it in Japanese.,12.0,1,72,348,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,C. Act in Japanese.,12.0,1,71,498,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,43,Dialogue 2,12.960000038146973,1,265,84,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,44,Vocabulary,12.0,1,267,87,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Country & Nationality (add – jin to the country name),12.0,1,72,87,53,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Subjects in Business School,12.0,1,72,356,27,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Academic Disciplines,12.0,1,72,495,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,46,Grammar Notes,12.0,1,264,446,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,46,2-2-1 Noun no Noun,12.0,1,72,474,18,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,47,2-2-2 Loan Words,12.0,1,71,176,16,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,47,2-2-3 Introductions and Exchange of Business Cards,12.0,1,72,408,50,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,Drills and Exercises,12.0,1,254,83,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,C. Say it in Japanese.,12.0,1,81,300,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,D. Act in Japanese.,12.0,1,81,437,19,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,49,Dialogue 3,12.960000038146973,1,267,84,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,49,Vocabulary,12.0,1,267,564,10,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,Languages (Add – go to the country name. A few exceptions),12.0,1,96,314,58,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,Grammar Notes,12.0,1,264,524,13,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,2-3-1 Echo Questions,12.0,1,71,552,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,51,Drills and Exercises,12.0,1,254,573,20,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,52,C. Say it in Japanese.,12.0,1,81,178,22,12.0,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,52,D. Act in Japanese.,12.0,1,81,300,19,12.0,H3,1
