document,page,text,font_size,is_bold,x,y,char_length,body_font_size,heading_level,heading
19t001.pdf,3,はじめに,14.28719997,0,116,124,4,9.921699524,H2,1
19t001.pdf,5,コンバータ,10.94719982,0,153,235,5,9.921699524,H3,0
19t001.pdf,5,1980年時点の市区町村データ,10.94719982,0,108,104,15,9.921699524,H3,0
19t001.pdf,5,2015年時点の地理単位で集計した,10.94719982,0,328,106,17,9.921699524,H3,0
19t001.pdf,5,1980年時点の市区町村データ,10.94719982,0,339,119,15,9.921699524,H3,0
19t001.pdf,5,2015年時点の市区町村データ,10.94719982,0,339,240,15,9.921699524,H3,0
19t001.pdf,5,市区町村コードの変更とコンバータの概念,14.28719997,0,116,594,19,9.921699524,H2,1
19t001.pdf,8,市区町村コンバータの作成方法,14.28719997,0,116,569,14,9.921699524,H2,1
19t001.pdf,11,市区町村コンバータによる市区町村パネルデータの作成方法,14.28719997,0,116,492,27,9.921699524,H2,1
19t001.pdf,13,市区町村コンバータの正確性の検証,14.28719997,0,116,433,16,9.921699524,H2,1
19t001.pdf,16,参考文献,14.28719997,0,93,327,4,9.921699524,H2,1
2005-paper--01.pdf,1,空污防制,15,0,80,115,4,10.02000046,H2,0
2005-paper--01.pdf,1,光電業沸石轉輪焚化系統效率提升實,21,0,87,202,16,10.02000046,H1,1
2005-paper--01.pdf,1,廠改善案例,21,0,196,229,5,10.02000046,H1,1
2005-paper--01.pdf,2,54 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,2,一、前 言,16.02000046,0,199,129,5,10.02000046,H1,1
2005-paper--01.pdf,2,二、製程概況,16.02000046,0,199,434,6,10.02000046,H1,1
2005-paper--01.pdf,2,三、 VOCs 產生源及廢氣特性,16.02000046,0,142,645,16,10.02000046,H1,1
2005-paper--01.pdf,3,四、 VOCs 廢氣處理現況,16.02000046,0,159,562,14,10.02000046,H1,1
2005-paper--01.pdf,4,56 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,4,五、系統改善過程,16.02000046,0,182,560,8,10.02000046,H1,1
2005-paper--01.pdf,6,58 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,8,60 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,10,62 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,12,64 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,14,66 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,16,68 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,18,70 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,20,72 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,22,74 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,23,六、結 論,16.02000046,0,199,337,5,10.02000046,H1,1
2005-paper--01.pdf,24,76 光電業沸石轉輪焚化系統效率提升實廠改善案例,10.02000046,1,58,62,24,10.02000046,H3,0
2005-paper--01.pdf,24,七、參考文獻,16.02000046,0,199,141,6,10.02000046,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,BEGINNING JAPANESE FOR,28.07999992,1,156,98,22,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,PROFESSIONALS: BOOK 1,28.07999992,1,164,132,21,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,1,Emiko Konomi,24,1,229,617,12,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Beginning Japanese for Professionals:,25.92000008,0,93,270,37,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Book 1,25.92000008,0,263,330,6,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Emiko Konomi,19.92000008,0,241,414,12,12,H1,1
Beginning Japanese for Professionals_ Book 1.pdf,2,Portland State University,19.92000008,0,195,520,25,12,H1,0
Beginning Japanese for Professionals_ Book 1.pdf,3,Under the following terms :,12,1,83,471,27,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Accessibility Statement,16.07999992,1,72,87,23,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Accessibility of Beginning Japanese I,16.07999992,1,72,265,37,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Multiple File Formats Available,13.92000008,1,72,387,31,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Organization of content,13.92000008,1,72,529,23,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Images,13.92000008,1,72,600,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,4,Tables,13.92000008,1,72,672,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Multimedia,13.92000008,1,72,106,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Font Size and formatting,13.92000008,1,72,178,24,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Known Issues/Potential barriers to accessibility,13.92000008,1,72,281,48,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Hints,12.96000004,1,72,310,5,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,5,Lists and Tagging in PDF,12.96000004,1,71,540,24,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,6,About the Book,16.07999992,1,72,87,14,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,6,About the Author,16.07999992,1,72,275,16,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,6,Acknowledgments,16.07999992,1,72,471,15,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,7,Table of Contents,16.07999992,1,245,95,17,12,H2,1
Beginning Japanese for Professionals_ Book 1.pdf,9,Before We Begin,13.92000008,1,255,92,15,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,9,For whom is this textbook designed?,12.96000004,1,72,129,35,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,9,What kind of things can you do in Japanese after finishing this book?,12.96000004,1,72,384,69,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is this textbook structured?,12.96000004,1,72,92,32,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is reading and writing handled in this textbook?,12.96000004,1,72,194,52,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How is Japanese pronunciation presented in this textbook?,12.96000004,1,72,284,57,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,10,How should you use this textbook?,12.96000004,1,72,608,33,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,11,Last but not least…,12.96000004,1,72,450,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Lesson 0,13.92000008,1,280,92,8,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Instructor’s Directions,12.96000004,1,233,165,23,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Greetings and Ritual Expressions,12.96000004,1,204,435,32,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,12,Greetings,12,1,71,591,9,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,13,"Offering and Accepting, Thanking",12,1,72,152,32,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,13,Addressing Someone,12,1,72,447,18,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Apologizing,12,1,72,83,11,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Starting and Ending Eating/Drinking,12,1,72,326,35,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,14,Requesting,12,1,72,592,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Entering a Room (Knock on the door TWICE),12,1,72,137,41,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Leaving and Coming Back to Home /Office,12,1,71,304,39,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,15,Meeting People for the First Time,12,1,72,575,33,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Taking Leave,12,1,72,339,12,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Parting,12,1,72,546,7,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,16,Retiring at Night,12,1,72,666,17,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,Notes on Pronunciation,12.96000004,1,240,125,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,17,Syllables,12,1,72,153,9,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Long Vowels,12,1,72,83,11,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Long Consonants,12,1,72,192,15,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,18,Pitch Accent,12,1,72,383,12,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,Drills & Exercises,12.96000004,1,246,469,18,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,"A. Listen to the audio. Following the first two model exchanges, respond to each cue.",12,1,72,497,85,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,19,B. Say it in Japanese.,12,1,72,679,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,21,Review Questions,12.96000004,1,256,275,16,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,21,Drill Tape Script,12.96000004,1,258,543,17,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Lesson 1: New to the Office,13.92000008,1,224,92,27,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Dialogue 1,12.96000004,1,267,116,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,22,Vocabulary,12,1,267,346,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,Grammar Notes,12,1,264,83,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,"1-1-1 Verbs, Non-Past, Formal, Affirmative and Negative",12,1,72,110,55,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,23,1-1-2 Hai and Iie : Affirming and Negating,12,1,72,316,42,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,24,Drills and Exercises,12,1,254,381,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,24,"A. Listen to the audio. Following the first two model exchanges, respond to each cue.",12,1,71,409,85,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,D. Say it in Japanese.,12,1,72,83,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,E. Act in Japanese.,12,1,72,217,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,Dialogue 2,12.96000004,1,265,311,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,25,Vocabulary,12,1,267,517,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,26,Grammar Notes,12,1,264,206,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-3 Clause Particle Kedo,12,1,71,166,26,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-4 Particle Wa indicating Contrast,12,1,71,438,37,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,27,1-2-5 Particle Mo indicating Addition,12,1,71,630,37,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,Drills and Exercises,12,1,254,124,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,B. Say it in Japanese,12,1,72,384,21,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,28,C. Act in Japanese.,12,1,72,561,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,29,Dialogue 3,12.96000004,1,265,84,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,29,Vocabulary,12,1,265,358,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,Grammar Notes,12,1,264,83,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-1 Negative Questions as Suggestions,12,1,72,110,39,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-2 Chotto : Impact Softener,12,1,72,330,30,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,30,1-3-3 Aizuchi : How to be a Good Listener,12,1,71,632,41,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,31,1-3-4 Personal References,12,1,71,152,25,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,31,1-3-5 Sentence Particle Yo Indicating New Information,12,1,71,495,53,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,Drills and Exercises,12,1,254,83,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,C. Say it in Japanese.,12,1,72,328,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,32,D. Act in Japanese.,12,1,72,589,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Dialogue 4,12.96000004,1,265,84,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Vocabulary,12,1,265,304,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,Grammar Notes,12,1,264,613,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,33,1-4-1 Verbs in the Past Form,12,1,71,641,28,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Affirmative,12,1,288,112,11,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,34,Negative,12,1,460,112,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,34,Non-past,12,1,131,153,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,34,Past,12,1,143,194,4,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,34,1-4-2 Compound Verbs,12,1,72,242,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,Drills and Exercises,12,1,254,392,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,34,C. Say it in Japanese.,12,1,72,652,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,D. Act in Japanese.,12,1,72,152,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Review,12.96000004,1,285,281,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Grammar Review,12,1,259,309,14,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,35,Practical Application,12,1,251,628,21,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,36,Drill Tape Script,12.96000004,1,258,539,17,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Lesson 2: Meeting People,13.92000008,1,229,92,24,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Dialogue 1,12.96000004,1,267,116,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,39,Vocabulary,12,1,267,502,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,40,Clock Time,12,1,267,287,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,40,Grammar Notes,12,1,264,560,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,41,2-1-2 Clock Time,12,1,72,431,16,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,41,2-1-3 Hesitation Noises: Anou and Etto,12,1,72,526,38,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,Drills and Exercises,12,1,254,143,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,B. Say it in Japanese.,12,1,72,348,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,42,C. Act in Japanese.,12,1,71,498,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,43,Dialogue 2,12.96000004,1,265,84,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,44,Vocabulary,12,1,267,87,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Country & Nationality (add – jin to the country name),12,1,72,87,53,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Subjects in Business School,12,1,72,356,27,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,45,Academic Disciplines,12,1,72,495,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,46,Grammar Notes,12,1,264,446,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,46,2-2-1 Noun no Noun,12,1,72,474,18,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,47,2-2-2 Loan Words,12,1,71,176,16,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,47,2-2-3 Introductions and Exchange of Business Cards,12,1,72,408,50,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,Drills and Exercises,12,1,254,83,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,C. Say it in Japanese.,12,1,81,300,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,48,D. Act in Japanese.,12,1,81,437,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,49,Dialogue 3,12.96000004,1,267,84,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,49,Vocabulary,12,1,267,564,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,Languages (Add – go to the country name. A few exceptions),12,1,96,314,58,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,Grammar Notes,12,1,264,524,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,50,2-3-1 Echo Questions,12,1,71,552,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,51,Drills and Exercises,12,1,254,573,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,52,C. Say it in Japanese.,12,1,81,178,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,52,D. Act in Japanese.,12,1,81,300,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,52,Dialogue 4,12.96000004,1,267,469,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,53,Vocabulary,12,1,267,83,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,53,Days of the Week,12,1,71,516,16,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,53,Youbi,12,1,179,516,5,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,53,Grammar Notes,12,1,264,655,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,53,2-4-1 Days of the Week,12,1,71,683,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,54,2-4-2 Noun to Noun,12,1,72,247,18,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,54,"X deshita, X ja nakatta desu",12,1,252,508,28,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,54,Affirmative,12,1,158,601,11,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,54,Negative,12,1,336,601,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,54,Non-past Nihongo desu.,12,1,101,632,22,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,54,Past,12,1,101,678,4,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,55,Drills and Exercises,12,1,254,179,20,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,55,G. Say it in Japanese.,12,1,81,431,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,56,H. Act in Japanese.,12,1,81,235,19,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,56,Review,12.96000004,1,285,410,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,56,Grammar Review,12,1,259,438,14,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,57,Practical Applications,12,1,249,128,22,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,57,Part A,12,1,72,156,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,58,Part B,12,1,72,83,6,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,59,Drill Tape Scripts,12.96000004,1,256,84,18,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,61,Lesson 3: Settling Down,13.92000008,1,233,92,23,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,61,Dialogue 1,12.96000004,1,267,116,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,61,Vocabulary,12,1,267,347,10,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,62,Grammar Notes,12,1,264,83,13,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,62,3-1-1 Adjective Sentences,12,1,72,110,25,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,62,Non-past – Affirmative,12,1,216,493,22,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Non-Past – Negative,12,1,401,493,19,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Verb Sentence,12,1,88,546,13,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Noun,12,1,118,593,4,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Sentence,12,1,109,605,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Adjective,12,1,103,646,9,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,62,Sentence,12,1,104,659,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Past - Affirmative,12,1,114,122,18,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Negative,12,1,275,128,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Past - Affirmative,12,1,420,122,18,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Verb Sentence,12,1,114,174,13,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Noun,12,1,139,219,4,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Sentence,12,1,125,231,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,63,Adjective Sentence,12,1,105,277,18,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,3-1-3 arimasu ‘there is X’,12,1,71,191,26,12,H3,1
Beginning Japanese for Professionals_ Book 1.pdf,64,Affirmative,12,1,268,470,11,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Non-past,12,1,279,483,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Negative –,12,1,425,470,10,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Non-past,12,1,429,483,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Verb Sentence,12,1,112,529,13,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Noun,12,1,141,571,4,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Sentence,12,1,132,583,8,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,64,Adjective Sentence,12,1,102,625,18,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,65,Affirmative-Past,12,1,222,139,16,12,H3,0
Beginning Japanese for Professionals_ Book 1.pdf,65,Negative-Past,12,1,391,139,13,12,H3,0
